MSN,YYYYMM,Value,Column_Order,Description,Unit
SOR7PUS,194913,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195013,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195113,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195213,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195313,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195413,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195513,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195613,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195713,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195813,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,195913,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196013,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196113,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196213,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196313,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196413,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196513,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196613,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196713,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196813,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,196913,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197013,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197113,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197213,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197301,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197302,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197303,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197304,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197305,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197306,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197307,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197308,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197309,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197310,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197311,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197312,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197313,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197401,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197402,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197403,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197404,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197405,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197406,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197407,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197408,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197409,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197410,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197411,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197412,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197413,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197501,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197502,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197503,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197504,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197505,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197506,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197507,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197508,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197509,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197510,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197511,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197512,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197513,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197601,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197602,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197603,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197604,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197605,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197606,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197607,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197608,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197609,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197610,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197611,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197612,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197613,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197701,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197702,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197703,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197704,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197705,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197706,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197707,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197708,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197709,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197710,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197711,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197712,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197713,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197801,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197802,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197803,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197804,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197805,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197806,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197807,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197808,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197809,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197810,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197811,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197812,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197813,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197901,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197902,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197903,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197904,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197905,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197906,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197907,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197908,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197909,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197910,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197911,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197912,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,197913,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198001,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198002,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198003,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198004,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198005,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198006,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198007,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198008,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198009,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198010,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198011,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198012,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198013,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198101,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198102,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198103,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198104,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198105,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198106,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198107,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198108,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198109,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198110,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198111,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198112,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198113,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198201,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198202,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198203,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198204,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198205,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198206,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198207,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198208,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198209,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198210,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198211,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198212,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198213,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198301,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198302,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198303,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198304,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198305,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198306,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198307,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198308,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198309,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198310,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198311,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198312,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198313,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198401,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198402,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198403,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198404,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198405,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198406,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198407,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198408,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198409,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198410,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198411,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198412,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198413,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198501,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198502,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198503,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198504,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198505,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198506,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198507,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198508,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198509,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198510,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198511,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198512,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198513,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198601,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198602,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198603,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198604,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198605,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198606,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198607,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198608,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198609,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198610,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198611,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198612,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198613,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198701,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198702,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198703,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198704,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198705,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198706,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198707,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198708,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198709,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198710,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198711,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198712,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198713,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198801,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198802,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198803,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198804,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198805,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198806,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198807,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198808,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198809,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198810,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198811,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198812,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198813,Not Available,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198901,.558,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198902,.602,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198903,.829,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198904,.914,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198905,1.009,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198906,1.018,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198907,1.068,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198908,1.057,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198909,.964,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198910,.879,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198911,.721,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198912,.684,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,198913,10.303,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199001,.635,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199002,.685,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199003,.944,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199004,1.04,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199005,1.148,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199006,1.158,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199007,1.216,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199008,1.204,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
SOR7PUS,199009,1.098,"1","Distributed Solar Photovoltaic Generation: Residential Sector","Million Kilowatthours"
